date,news_text,news_count,price_at_news,max_price_next_3d,min_price_next_3d,volatility,actual_upper_pct,actual_lower_pct
2024-01-01,NVIDIA reports exceptional quarterly results,5,136.42866817921941,142.19098171569206,135.00100781504523,0.02801776945897706,4.223682319395642,-1.0464518808457084
2024-01-02,Analysts maintain hold rating on NVIDIA,3,139.31945018642116,141.3878300307167,134.318117231627,0.02082458280396084,1.4846310701972183,-3.589831102622031
2024-01-03,"Analysts upgrade NVIDIA to strong buy, price target raised",7,141.84233026512157,149.98039909266177,140.70078513790259,0.023803049874792027,5.737404914547789,-0.8047986275220553
2024-01-04,Tech sector selloff impacts NVIDIA stock,4,139.25155874491244,140.7040964798942,130.34374279859392,0.019158833257363776,1.0431033936521785,-6.396923687322091
2024-01-05,"NVIDIA beats earnings expectations, revenue up 35%",1,135.8849250205192,146.8463923119643,137.0743785488994,0.018919657248382904,8.066727997818651,0.875338841450283
2024-01-06,NVIDIA stock trades sideways amid mixed signals,5,141.07034247686684,144.91457754557857,138.4215295493736,0.020519983640450868,2.7250483703490804,-1.8776539994064332
2024-01-07,NVIDIA maintains steady performance in Q1,5,142.29007168040988,146.93560812713355,140.85061376130702,0.030425406933718917,3.2648352705575543,-1.0116362316100065
2024-01-08,NVIDIA stock shows typical market correlation,5,138.70818252198265,142.01186709980223,136.82741503506347,0.02837682505327215,2.3817517595229107,-1.3559167546738722
2024-01-09,Tech sector selloff impacts NVIDIA stock,7,142.60785048616899,145.47660295169308,134.1063045119651,0.026225543951389926,2.011637126388307,-5.961485251492816
2024-01-10,Tech sector rallies as NVIDIA leads innovation,4,139.7537022318211,144.8263404654317,139.50488806379215,0.026265511439527676,3.629698643114454,-0.17803762194165704
2024-01-11,NVIDIA participates in tech industry summit,1,144.29697652342574,146.34097067669765,141.78653200404193,0.03116240759128834,1.4165190446246656,-1.7397762447061709
2024-01-12,NVIDIA secures major contract with tech giants,6,136.10051924527676,143.64330112257804,137.39543819259418,0.019558703250838833,5.542066936355965,0.9514430617151126
2024-01-13,Tech sector rallies as NVIDIA leads innovation,3,137.69412333798522,144.29770915231296,137.68243394683807,0.019882510444955485,4.7958370729581015,-0.008489390007186251
2024-01-14,NVIDIA reports exceptional quarterly results,6,138.45071248026682,147.1186108852349,138.98022918849324,0.02768702689402728,6.260638352585936,0.3824586372582954
2024-01-15,NVIDIA stock surges on positive analyst reports,4,142.2821634861186,147.72105328347368,143.32202061635127,0.022355662654385065,3.8226083045790302,0.7308415227563816
2024-01-16,Analysts maintain hold rating on NVIDIA,4,141.95812806790883,145.71563689301504,139.11633462254144,0.0321671760962744,2.646913478112869,-2.001853281700049
2024-01-17,"NVIDIA misses earnings expectations, stock falls",2,141.90937738102465,142.9552320808736,132.4997569472503,0.022734706926010748,0.736987730585869,-6.63072490869272
2024-01-18,NVIDIA announces minor organizational changes,4,136.74954927095936,137.98615877446875,134.63473973404123,0.03464336686658871,0.9042878094311829,-1.5464837348222593
2024-01-19,Government shutdown threatens tech sector funding,3,138.390297910487,139.45534348322292,134.0683553799977,0.021984191492253218,0.7695955488330605,-3.123009774344711
2024-01-20,Analysts maintain hold rating on NVIDIA,1,138.72282766561744,143.16548044942948,138.16260083389957,0.03380266884915557,3.20253909076937,-0.4038461738022433
